Unnamed: 0,question,query,schema
67990,What is the average daily precipitation?,SELECT AVG(precipitation_inches) FROM weather;,"
CREATE TABLE station (
	id INTEGER, 
	name TEXT, 
	lat INTEGER, 
	long INTEGER, 
	dock_count INTEGER, 
	city TEXT, 
	installation_date TEXT
)


CREATE TABLE status (
	station_id INTEGER, 
	bikes_available INTEGER, 
	docks_available INTEGER, 
	time TEXT
)


CREATE TABLE trip (
	id INTEGER, 
	duration INTEGER, 
	start_date TEXT, 
	start_station_name TEXT, 
	start_station_id INTEGER, 
	end_date TEXT, 
	end_station_name TEXT, 
	end_station_id INTEGER, 
	bike_id INTEGER, 
	subscription_type TEXT, 
	zip_code INTEGER
)


CREATE TABLE weather (
	date TEXT, 
	max_temperature_f INTEGER, 
	mean_temperature_f INTEGER, 
	min_temperature_f INTEGER, 
	max_dew_point_f INTEGER, 
	mean_dew_point_f INTEGER, 
	min_dew_point_f INTEGER, 
	max_humidity INTEGER, 
	mean_humidity INTEGER, 
	min_humidity INTEGER, 
	max_sea_level_pressure_inches INTEGER, 
	mean_sea_level_pressure_inches INTEGER, 
	min_sea_level_pressure_inches INTEGER, 
	max_visibility_miles INTEGER, 
	mean_visibility_miles INTEGER, 
	min_visibility_miles INTEGER, 
	max_wind_speed_mph INTEGER, 
	mean_wind_speed_mph INTEGER, 
	max_gust_speed_mph INTEGER, 
	precipitation_inches INTEGER, 
	cloud_cover INTEGER, 
	events TEXT, 
	wind_dir_degrees INTEGER, 
	zip_code INTEGER
)"
67991,Which station has the most available docks in the winter?,SELECT name FROM station s JOIN status ON s.id = station_id WHERE time LIKE '%03:00%00%' AND docks_available > 10 ORDER BY docks_available DESC LIMIT 1;,"
CREATE TABLE station (
	id INTEGER, 
	name TEXT, 
	lat INTEGER, 
	long INTEGER, 
	dock_count INTEGER, 
	city TEXT, 
	installation_date TEXT
)


CREATE TABLE status (
	station_id INTEGER, 
	bikes_available INTEGER, 
	docks_available INTEGER, 
	time TEXT
)


CREATE TABLE trip (
	id INTEGER, 
	duration INTEGER, 
	start_date TEXT, 
	start_station_name TEXT, 
	start_station_id INTEGER, 
	end_date TEXT, 
	end_station_name TEXT, 
	end_station_id INTEGER, 
	bike_id INTEGER, 
	subscription_type TEXT, 
	zip_code INTEGER
)


CREATE TABLE weather (
	date TEXT, 
	max_temperature_f INTEGER, 
	mean_temperature_f INTEGER, 
	min_temperature_f INTEGER, 
	max_dew_point_f INTEGER, 
	mean_dew_point_f INTEGER, 
	min_dew_point_f INTEGER, 
	max_humidity INTEGER, 
	mean_humidity INTEGER, 
	min_humidity INTEGER, 
	max_sea_level_pressure_inches INTEGER, 
	mean_sea_level_pressure_inches INTEGER, 
	min_sea_level_pressure_inches INTEGER, 
	max_visibility_miles INTEGER, 
	mean_visibility_miles INTEGER, 
	min_visibility_miles INTEGER, 
	max_wind_speed_mph INTEGER, 
	mean_wind_speed_mph INTEGER, 
	max_gust_speed_mph INTEGER, 
	precipitation_inches INTEGER, 
	cloud_cover INTEGER, 
	events TEXT, 
	wind_dir_degrees INTEGER, 
	zip_code INTEGER
)"
67992,What is the most humid day of the year in June?,SELECT * FROM weather WHERE date LIKE '%06-%%' ORDER BY max_humidity DESC LIMIT 1;,"
CREATE TABLE station (
	id INTEGER, 
	name TEXT, 
	lat INTEGER, 
	long INTEGER, 
	dock_count INTEGER, 
	city TEXT, 
	installation_date TEXT
)


CREATE TABLE status (
	station_id INTEGER, 
	bikes_available INTEGER, 
	docks_available INTEGER, 
	time TEXT
)


CREATE TABLE trip (
	id INTEGER, 
	duration INTEGER, 
	start_date TEXT, 
	start_station_name TEXT, 
	start_station_id INTEGER, 
	end_date TEXT, 
	end_station_name TEXT, 
	end_station_id INTEGER, 
	bike_id INTEGER, 
	subscription_type TEXT, 
	zip_code INTEGER
)


CREATE TABLE weather (
	date TEXT, 
	max_temperature_f INTEGER, 
	mean_temperature_f INTEGER, 
	min_temperature_f INTEGER, 
	max_dew_point_f INTEGER, 
	mean_dew_point_f INTEGER, 
	min_dew_point_f INTEGER, 
	max_humidity INTEGER, 
	mean_humidity INTEGER, 
	min_humidity INTEGER, 
	max_sea_level_pressure_inches INTEGER, 
	mean_sea_level_pressure_inches INTEGER, 
	min_sea_level_pressure_inches INTEGER, 
	max_visibility_miles INTEGER, 
	mean_visibility_miles INTEGER, 
	min_visibility_miles INTEGER, 
	max_wind_speed_mph INTEGER, 
	mean_wind_speed_mph INTEGER, 
	max_gust_speed_mph INTEGER, 
	precipitation_inches INTEGER, 
	cloud_cover INTEGER, 
	events TEXT, 
	wind_dir_degrees INTEGER, 
	zip_code INTEGER
)"
67994,List the names of people with a snatch lift above 150kg sorted by height descending,"SELECT name, height FROM people, body_builder WHERE people.people_id = body_builder.people_id AND snatch > 150 ORDER BY height DESC","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
67995,Who are the top 3 people with the highest total lift?,"SELECT * FROM people, body_builder WHERE people.people_id = body_builder.people_id ORDER BY total DESC LIMIT 3","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
67996,List the people with a snap lift above 120kg and weight above 90kg,"SELECT * FROM people, body_builder WHERE people.people_id = body_builder.people_id AND snatch > 120 AND weight > 90","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
67997,Who has the highest clean jerk lift?,"SELECT name FROM people, body_builder WHERE people.people_id = body_builder.people_id ORDER BY clean_jerk DESC LIMIT 1","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
67998,List all body builders with a snatch lift above 100kg and total lift above 200kg,SELECT * FROM body_builder WHERE snatch > 100 AND total > 200,"
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
67999,List the people with a total lift above 180kg and born in a country that starts with the letter 'G',"SELECT * FROM people, body_builder WHERE people.people_id = body_builder.people_id AND total > 180 AND UPPER(birth_place) LIKE 'G%'","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68000,Who is the body builder with the highest snatch lift among people above 180cm?,"SELECT name FROM people, body_builder WHERE people.people_id = body_builder.people_id AND height > 180 ORDER BY snatch DESC LIMIT 1","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68001,List the people with a total lift above 150kg and weight above 80kg,"SELECT * FROM people, body_builder WHERE people.people_id = body_builder.people_id AND total > 150 AND weight > 80","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68002,Who has the highest clean jerk lift among people above 160kg?,"SELECT name FROM people, body_builder WHERE people.people_id = body_builder.people_id AND weight > 160 ORDER BY clean_jerk DESC LIMIT 1","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68003,List the body builders with a snatch lift above 140kg and total lift above 200kg,SELECT * FROM body_builder WHERE snatch > 140 AND total > 200,"
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68004,Who is the body builder with the highest total lift among people between 140cm and 160cm?,"SELECT name FROM people, body_builder WHERE people.people_id = body_builder.people_id AND height >= 140 AND height <= 160 ORDER BY total DESC LIMIT 1","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68005,List the people with a total lift above 220kg and born in a city that starts with the letter 'L',"SELECT * FROM people, body_builder WHERE people.people_id = body_builder.people_id AND total > 220 AND UPPER(birth_place) LIKE 'L%'","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68006,Who is the body builder with the highest clean jerk lift among people under 160kg?,"SELECT name FROM people, body_builder WHERE people.people_id = body_builder.people_id AND weight < 160 ORDER BY clean_jerk DESC LIMIT 1","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68007,List the people with a total lift above 180kg and weight above 90kg,"SELECT * FROM people, body_builder WHERE people.people_id = body_builder.people_id AND total > 180 AND weight > 90","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68008,Who has the highest clean jerk lift among people above 190cm?,"SELECT name FROM people, body_builder WHERE people.people_id = body_builder.people_id AND height > 190 ORDER BY clean_jerk DESC LIMIT 1","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68009,List the body builders with a snatch lift above 160kg and total lift above 240kg,SELECT * FROM body_builder WHERE snatch > 160 AND total > 240,"
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68010,Who is the body builder with the highest total lift among people above 170kg?,"SELECT name FROM people, body_builder WHERE people.people_id = body_builder.people_id AND weight > 170 ORDER BY total DESC LIMIT 1","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68011,List the people with a total lift above 200kg and born in a city that starts with the letter 'S',"SELECT * FROM people, body_builder WHERE people.people_id = body_builder.people_id AND total > 200 AND UPPER(birth_place) LIKE 'S%'","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68012,List the people with a total lift above 220kg and weight above 100kg,"SELECT * FROM people, body_builder WHERE people.people_id = body_builder.people_id AND total > 220 AND weight > 100","
CREATE TABLE body_builder (
	body_builder_id INTEGER, 
	people_id INTEGER, 
	snatch REAL, 
	clean_jerk REAL, 
	total REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68013,What is the average height of people who support candidate A?,SELECT AVG(p.height) FROM people p JOIN candidate c ON p.people_id = c.people_id WHERE c.poll_source = 'candidate A' AND c.support_rate > 0.5,"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68014,What is the name of the people with the highest birth place?,SELECT p.name FROM people p ORDER BY p.birth_place DESC LIMIT 1,"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68015,What is the average weight of people who are unsure about candidate B?,SELECT AVG(p.weight) FROM people p JOIN candidate c ON p.people_id = c.people_id WHERE c.poll_source = 'candidate B' AND (c.unsure_rate > 0.5 OR c.consider_rate > 0.5),"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68016,What is the date when candidate C's support rate was highest?,SELECT MAX(c.date) FROM candidate c WHERE c.poll_source = 'candidate C' AND c.support_rate > 0.5,"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68017,What is the percentage of people who are unsure about candidate D?,SELECT SUM(c.unsure_rate) / COUNT(*) FROM candidate c WHERE c.poll_source = 'candidate D',"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68018,What is the name of the people with the lowest weight?,SELECT p.name FROM people p ORDER BY p.weight DESC LIMIT 1,"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68019,What is the percentage of people who oppose candidate F?,SELECT SUM(c.oppose_rate) / COUNT(*) FROM candidate c WHERE c.poll_source = 'candidate F',"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68020,What is the name of the people with the highest birth height?,SELECT p.name FROM people p ORDER BY p.height DESC LIMIT 1,"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68021,What is the average support rate of people who consider candidate I?,SELECT AVG(c.support_rate) FROM candidate c JOIN people p ON c.people_id = p.people_id WHERE c.poll_source = 'candidate I' AND (c.consider_rate > 0.5 OR c.unsure_rate > 0.5),"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68022,What is the date when candidate J's oppose rate was highest?,SELECT MAX(c.date) FROM candidate c WHERE c.poll_source = 'candidate J' AND c.oppose_rate > 0.5,"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68024,What is the average height of people who oppose candidate L?,SELECT AVG(p.height) FROM people p JOIN candidate c ON p.people_id = c.people_id WHERE c.poll_source = 'candidate L' AND c.oppose_rate > 0.5,"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68025,What is the date when candidate M's support rate was highest?,SELECT MAX(c.date) FROM candidate c WHERE c.poll_source = 'candidate M' AND c.support_rate > 0.5,"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68026,What is the name of the people with the highest weight?,SELECT p.name FROM people p ORDER BY p.weight ASC LIMIT 1,"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68027,What is the percentage of people who consider candidate O?,SELECT SUM(c.consider_rate) / COUNT(*) FROM candidate c WHERE c.poll_source = 'candidate O',"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68028,What is the average weight of people who support candidate P?,SELECT AVG(p.weight) FROM people p JOIN candidate c ON p.people_id = c.people_id WHERE c.poll_source = 'candidate P' AND c.support_rate > 0.5,"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68029,What is the name of the people with the lowest height?,SELECT p.name FROM people p ORDER BY p.height ASC LIMIT 1,"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68030,What is the average percentage of people who support candidate R?,SELECT AVG(c.support_rate) FROM candidate c WHERE c.poll_source = 'candidate R' AND c.support_rate > 0.5,"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68031,What is the average height of people who support candidate V?,SELECT AVG(p.height) FROM people p JOIN candidate c ON p.people_id = c.people_id WHERE c.poll_source = 'candidate V' AND c.support_rate > 0.5,"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68033,What is the average support rate of people who consider candidate X?,SELECT AVG(c.support_rate) FROM candidate c JOIN people p ON c.people_id = p.people_id WHERE c.poll_source = 'candidate X' AND (c.consider_rate > 0.5 OR c.unsure_rate > 0.5),"
CREATE TABLE candidate (
	candidate_id INTEGER, 
	people_id INTEGER, 
	poll_source TEXT, 
	date TEXT, 
	support_rate REAL, 
	consider_rate REAL, 
	oppose_rate REAL, 
	unsure_rate REAL
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
68034,What is the name of the car maker who produced the most cars with good fuel economy?,SELECT m.maker FROM car_makers c JOIN model_list m ON c.id = m.maker JOIN cars_data cd ON m.modelid = cd.id GROUP BY m.maker ORDER BY COUNT(cd.mpg) DESC LIMIT 1;,"
CREATE TABLE car_makers (
	id INTEGER, 
	maker TEXT, 
	fullname TEXT, 
	country TEXT
)


CREATE TABLE car_names (
	makeid INTEGER, 
	model TEXT, 
	make TEXT
)


CREATE TABLE cars_data (
	id INTEGER, 
	mpg TEXT, 
	cylinders INTEGER, 
	edispl REAL, 
	horsepower TEXT, 
	weight INTEGER, 
	accelerate REAL, 
	year INTEGER
)


CREATE TABLE continents (
	contid INTEGER, 
	continent TEXT
)


CREATE TABLE countries (
	countryid INTEGER, 
	countryname TEXT, 
	continent INTEGER
)


CREATE TABLE model_list (
	modelid INTEGER, 
	maker INTEGER, 
	model TEXT
)"
68035,Which car model has the highest horsepower?,SELECT * FROM cars_data WHERE horsepower = (SELECT MAX(horsepower) FROM cars_data);,"
CREATE TABLE car_makers (
	id INTEGER, 
	maker TEXT, 
	fullname TEXT, 
	country TEXT
)


CREATE TABLE car_names (
	makeid INTEGER, 
	model TEXT, 
	make TEXT
)


CREATE TABLE cars_data (
	id INTEGER, 
	mpg TEXT, 
	cylinders INTEGER, 
	edispl REAL, 
	horsepower TEXT, 
	weight INTEGER, 
	accelerate REAL, 
	year INTEGER
)


CREATE TABLE continents (
	contid INTEGER, 
	continent TEXT
)


CREATE TABLE countries (
	countryid INTEGER, 
	countryname TEXT, 
	continent INTEGER
)


CREATE TABLE model_list (
	modelid INTEGER, 
	maker INTEGER, 
	model TEXT
)"
68036,What is the average weight of all cars from a specific country?,SELECT AVG(c.weight) FROM cars_data c JOIN model_list m ON c.id = m.modelid JOIN car_makers cm ON m.maker = cm.id WHERE cm.country = 'Japan';,"
CREATE TABLE car_makers (
	id INTEGER, 
	maker TEXT, 
	fullname TEXT, 
	country TEXT
)


CREATE TABLE car_names (
	makeid INTEGER, 
	model TEXT, 
	make TEXT
)


CREATE TABLE cars_data (
	id INTEGER, 
	mpg TEXT, 
	cylinders INTEGER, 
	edispl REAL, 
	horsepower TEXT, 
	weight INTEGER, 
	accelerate REAL, 
	year INTEGER
)


CREATE TABLE continents (
	contid INTEGER, 
	continent TEXT
)


CREATE TABLE countries (
	countryid INTEGER, 
	countryname TEXT, 
	continent INTEGER
)


CREATE TABLE model_list (
	modelid INTEGER, 
	maker INTEGER, 
	model TEXT
)"
68037,Which cars have a specific number of cylinders?,SELECT * FROM cars_data WHERE cylinders = 8;,"
CREATE TABLE car_makers (
	id INTEGER, 
	maker TEXT, 
	fullname TEXT, 
	country TEXT
)


CREATE TABLE car_names (
	makeid INTEGER, 
	model TEXT, 
	make TEXT
)


CREATE TABLE cars_data (
	id INTEGER, 
	mpg TEXT, 
	cylinders INTEGER, 
	edispl REAL, 
	horsepower TEXT, 
	weight INTEGER, 
	accelerate REAL, 
	year INTEGER
)


CREATE TABLE continents (
	contid INTEGER, 
	continent TEXT
)


CREATE TABLE countries (
	countryid INTEGER, 
	countryname TEXT, 
	continent INTEGER
)


CREATE TABLE model_list (
	modelid INTEGER, 
	maker INTEGER, 
	model TEXT
)"
68038,What are the top 5 countries with the most car models?,"SELECT c.countryname, COUNT(*) AS num_models FROM countries c JOIN model_list m ON c.countryid = m.maker GROUP BY c.countryname ORDER BY num_models DESC LIMIT 5;","
CREATE TABLE car_makers (
	id INTEGER, 
	maker TEXT, 
	fullname TEXT, 
	country TEXT
)


CREATE TABLE car_names (
	makeid INTEGER, 
	model TEXT, 
	make TEXT
)


CREATE TABLE cars_data (
	id INTEGER, 
	mpg TEXT, 
	cylinders INTEGER, 
	edispl REAL, 
	horsepower TEXT, 
	weight INTEGER, 
	accelerate REAL, 
	year INTEGER
)


CREATE TABLE continents (
	contid INTEGER, 
	continent TEXT
)


CREATE TABLE countries (
	countryid INTEGER, 
	countryname TEXT, 
	continent INTEGER
)


CREATE TABLE model_list (
	modelid INTEGER, 
	maker INTEGER, 
	model TEXT
)"
