Unnamed: 0,question,query,schema
66912,What is the top 3 shops with the highest total devices in stock?,"SELECT shop_id, SUM(total_devices) as total_devices FROM (SELECT shop_id, SUM(quantity) as total_devices FROM stock GROUP BY shop_id) as subquery GROUP BY shop_id ORDER BY total_devices DESC LIMIT 3","
CREATE TABLE device (
	device_id INTEGER, 
	device TEXT, 
	carrier TEXT, 
	package_version TEXT, 
	applications TEXT, 
	software_platform TEXT
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)


CREATE TABLE stock (
	shop_id INTEGER, 
	device_id INTEGER, 
	quantity INTEGER
)"
66917,Show all party affiliations of each governor.,"SELECT party, governor FROM party WHERE party = 'Republican' OR party = 'Democrat'","
CREATE TABLE county (
	county_id INTEGER, 
	county_name TEXT, 
	population REAL, 
	zip_code TEXT
)


CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE party (
	party_id INTEGER, 
	year REAL, 
	party TEXT, 
	governor TEXT, 
	lieutenant_governor TEXT, 
	comptroller TEXT, 
	attorney_general TEXT, 
	us_senate TEXT
)"
66918,List all counties in a specific zip code.,"SELECT county_name, zip_code FROM county WHERE zip_code = '12345'","
CREATE TABLE county (
	county_id INTEGER, 
	county_name TEXT, 
	population REAL, 
	zip_code TEXT
)


CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE party (
	party_id INTEGER, 
	year REAL, 
	party TEXT, 
	governor TEXT, 
	lieutenant_governor TEXT, 
	comptroller TEXT, 
	attorney_general TEXT, 
	us_senate TEXT
)"
66920,What are the most populous cities in each county?,"SELECT county_name, population FROM county ORDER BY population DESC","
CREATE TABLE county (
	county_id INTEGER, 
	county_name TEXT, 
	population REAL, 
	zip_code TEXT
)


CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE party (
	party_id INTEGER, 
	year REAL, 
	party TEXT, 
	governor TEXT, 
	lieutenant_governor TEXT, 
	comptroller TEXT, 
	attorney_general TEXT, 
	us_senate TEXT
)"
66923,Show all governors and their respective parties.,"SELECT governor, party FROM party","
CREATE TABLE county (
	county_id INTEGER, 
	county_name TEXT, 
	population REAL, 
	zip_code TEXT
)


CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE party (
	party_id INTEGER, 
	year REAL, 
	party TEXT, 
	governor TEXT, 
	lieutenant_governor TEXT, 
	comptroller TEXT, 
	attorney_general TEXT, 
	us_senate TEXT
)"
66926,What are the top 5 most populous cities in the state by zip code?,"SELECT county_name, zip_code FROM county ORDER BY population DESC LIMIT 5","
CREATE TABLE county (
	county_id INTEGER, 
	county_name TEXT, 
	population REAL, 
	zip_code TEXT
)


CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE party (
	party_id INTEGER, 
	year REAL, 
	party TEXT, 
	governor TEXT, 
	lieutenant_governor TEXT, 
	comptroller TEXT, 
	attorney_general TEXT, 
	us_senate TEXT
)"
66927,"List all county names, zip codes, and populations.","SELECT county_name, zip_code, population FROM county","
CREATE TABLE county (
	county_id INTEGER, 
	county_name TEXT, 
	population REAL, 
	zip_code TEXT
)


CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE party (
	party_id INTEGER, 
	year REAL, 
	party TEXT, 
	governor TEXT, 
	lieutenant_governor TEXT, 
	comptroller TEXT, 
	attorney_general TEXT, 
	us_senate TEXT
)"
66928,What is the average lifespan of representatives?,"SELECT AVG(to_number(lifespan, 'YYYY')) FROM representative;","
CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE representative (
	representative_id INTEGER, 
	name TEXT, 
	state TEXT, 
	party TEXT, 
	lifespan TEXT
)"
66929,List the states with at least 5 representatives.,"SELECT state, COUNT(*) FROM representative GROUP BY state HAVING COUNT(*) > 5;","
CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE representative (
	representative_id INTEGER, 
	name TEXT, 
	state TEXT, 
	party TEXT, 
	lifespan TEXT
)"
66932,What are the election districts with most delegates?,"SELECT district, COUNT(*) FROM election GROUP BY district ORDER BY COUNT(*) DESC LIMIT 5;","
CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE representative (
	representative_id INTEGER, 
	name TEXT, 
	state TEXT, 
	party TEXT, 
	lifespan TEXT
)"
66933,In which elections did no delegates participate?,SELECT COUNT(*) FROM election WHERE delegate IS NULL;,"
CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE representative (
	representative_id INTEGER, 
	name TEXT, 
	state TEXT, 
	party TEXT, 
	lifespan TEXT
)"
66935,How many states are represented by at least one representative?,SELECT COUNT(DISTINCT state) FROM representative;,"
CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE representative (
	representative_id INTEGER, 
	name TEXT, 
	state TEXT, 
	party TEXT, 
	lifespan TEXT
)"
66937,What is the earliest lifespan recorded?,SELECT MIN(lifespan) FROM representative;,"
CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE representative (
	representative_id INTEGER, 
	name TEXT, 
	state TEXT, 
	party TEXT, 
	lifespan TEXT
)"
66938,What are the top 5 most represented parties?,"SELECT party, COUNT(*) FROM election GROUP BY party ORDER BY COUNT(*) DESC LIMIT 5;","
CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE representative (
	representative_id INTEGER, 
	name TEXT, 
	state TEXT, 
	party TEXT, 
	lifespan TEXT
)"
66939,What is the latest election date?,SELECT MAX(first_elected) FROM election;,"
CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE representative (
	representative_id INTEGER, 
	name TEXT, 
	state TEXT, 
	party TEXT, 
	lifespan TEXT
)"
66940,What is the earliest election with a delegate?,SELECT MIN(first_elected) FROM election WHERE delegate IS NOT NULL;,"
CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE representative (
	representative_id INTEGER, 
	name TEXT, 
	state TEXT, 
	party TEXT, 
	lifespan TEXT
)"
66942,In which years were no elections held?,SELECT COUNT(*) FROM election WHERE first_elected IS NULL;,"
CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE representative (
	representative_id INTEGER, 
	name TEXT, 
	state TEXT, 
	party TEXT, 
	lifespan TEXT
)"
66943,What are the oldest and youngest representatives?,"SELECT MIN(lifespan), MAX(lifespan) FROM representative;","
CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE representative (
	representative_id INTEGER, 
	name TEXT, 
	state TEXT, 
	party TEXT, 
	lifespan TEXT
)"
66945,What is the earliest year for each county's representation?,"SELECT COUNT(*), first_elected FROM election GROUP BY first_elected LIMIT 1;","
CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE representative (
	representative_id INTEGER, 
	name TEXT, 
	state TEXT, 
	party TEXT, 
	lifespan TEXT
)"
66946,What are the earliest and latest elections with delegates?,"SELECT MIN(first_elected), MAX(first_elected) FROM election WHERE delegate IS NOT NULL;","
CREATE TABLE election (
	election_id INTEGER, 
	counties_represented TEXT, 
	district INTEGER, 
	delegate TEXT, 
	party INTEGER, 
	first_elected REAL, 
	committee TEXT
)


CREATE TABLE representative (
	representative_id INTEGER, 
	name TEXT, 
	state TEXT, 
	party TEXT, 
	lifespan TEXT
)"
66947,What is the number of employees working in each shop?,"SELECT shop_id, COUNT(DISTINCT employee_id) FROM hiring GROUP BY shop_id;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66948,What are the total bonuses for each employee?,"SELECT employee_id, SUM(bonus) FROM evaluation GROUP BY employee_id;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66949,What are the top 3 shops with the highest score?,"SELECT shop_id, AVG(score) FROM shop GROUP BY shop_id ORDER BY 2 DESC LIMIT 3;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66950,What are the last names of employees born in the 80s?,SELECT lastname FROM employee WHERE birthdate BETWEEN '1980-01-01' AND '1989-12-31';,"
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66951,What are the earliest start dates for each shop?,"SELECT shop_id, MIN(start_from) FROM hiring GROUP BY shop_id;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66952,What are the top 2 most common titles?,"SELECT title, COUNT(*) FROM employee GROUP BY title ORDER BY 2 DESC LIMIT 2;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66953,What are the total numbers of staff in each shop?,"SELECT shop_id, COUNT(*) FROM hiring GROUP BY shop_id;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66954,What are the total bonuses for each year?,"SELECT year_awarded, SUM(bonus) FROM evaluation GROUP BY year_awarded;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66955,What are the names of employees who have worked in multiple shops?,SELECT DISTINCT employee_id FROM hiring GROUP BY employee_id HAVING COUNT(*) > 1;,"
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66956,Which shops have the smallest score?,"SELECT shop_id, MIN(score) FROM shop GROUP BY shop_id;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66957,What are the top 3 employees with the highest bonuses?,"SELECT employee_id, SUM(bonus) FROM evaluation GROUP BY employee_id ORDER BY 2 DESC LIMIT 3;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66959,What are the earliest start dates for each employee?,"SELECT employee_id, MIN(start_from) FROM hiring GROUP BY employee_id;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66960,What are the names of employees born in the 70s?,SELECT * FROM employee WHERE birthdate BETWEEN '1970-01-01' AND '1979-12-31';,"
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66961,What are the highest bonuses for each year?,"SELECT year_awarded, MAX(bonus) FROM evaluation GROUP BY year_awarded;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66962,What are the top 2 departments with the highest score?,"SELECT shop_id, AVG(score) FROM shop GROUP BY shop_id ORDER BY 2 DESC LIMIT 2;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66964,Which employees are full-time employees?,SELECT * FROM hiring WHERE is_full_time = TRUE;,"
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66965,What are the highest bonuses for each employee?,"SELECT employee_id, MAX(bonus) FROM evaluation GROUP BY employee_id;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66966,What are the names of employees born in the 90s?,SELECT * FROM employee WHERE birthdate BETWEEN '1990-01-01' AND '1999-12-31';,"
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66968,What are the top 2 most common countries?,"SELECT country, COUNT(*) FROM employee GROUP BY country ORDER BY 2 DESC LIMIT 2;","
CREATE TABLE employee (
	employeeid INTEGER, 
	lastname TEXT, 
	firstname TEXT, 
	title TEXT, 
	reportsto INTEGER, 
	birthdate TIMESTAMP WITHOUT TIME ZONE, 
	hiredate TIMESTAMP WITHOUT TIME ZONE, 
	address TEXT, 
	city TEXT, 
	state TEXT, 
	country TEXT, 
	postalcode TEXT, 
	phone TEXT, 
	fax TEXT, 
	email TEXT
)


CREATE TABLE evaluation (
	employee_id TEXT, 
	year_awarded TEXT, 
	bonus REAL
)


CREATE TABLE hiring (
	shop_id INTEGER, 
	employee_id INTEGER, 
	start_from TEXT, 
	is_full_time BOOLEAN
)


CREATE TABLE shop (
	shop_id INTEGER, 
	address TEXT, 
	num_of_staff TEXT, 
	score REAL, 
	open_year TEXT
)"
66969,What is the average height of entrepreneurs who have received funding?,SELECT AVG(height) FROM people p JOIN entrepreneur e ON p.people_id = e.people_id WHERE e.money_requested > 0,"
CREATE TABLE entrepreneur (
	entrepreneur_id INTEGER, 
	people_id INTEGER, 
	company TEXT, 
	money_requested REAL, 
	investor TEXT
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
66970,What is the distribution of entrepreneur heights?,"SELECT height, COUNT(*) AS frequency FROM people GROUP BY height ORDER BY frequency DESC","
CREATE TABLE entrepreneur (
	entrepreneur_id INTEGER, 
	people_id INTEGER, 
	company TEXT, 
	money_requested REAL, 
	investor TEXT
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
66971,What are the top 3 companies with the highest funding received?,"SELECT company, SUM(money_requested) AS total_funding FROM entrepreneur GROUP BY company ORDER BY total_funding DESC LIMIT 3","
CREATE TABLE entrepreneur (
	entrepreneur_id INTEGER, 
	people_id INTEGER, 
	company TEXT, 
	money_requested REAL, 
	investor TEXT
)


CREATE TABLE people (
	people_id INTEGER, 
	name TEXT, 
	height REAL, 
	weight REAL, 
	birth_date TEXT, 
	birth_place TEXT
)"
